id;date;price;bedrooms;bathrooms;sqft_living;floors;view;yr_built;;;
3575305452;20140717T000000;635000;4;2;2240;2;0;2013;;;
3528900768;20150114T000000;675000;3;3;1510;2;0;2008;;;
2767603753;20140829T000000;548000;2;2;1370;3;0;2004;;;
1773100980;20140618T000000;309000;3;2;1490;2;0;2010;;;
825079024;20150506T000000;785000;3;3;2990;2;0;2000;;;
7436700090;20140529T000000;449950;4;3;2320;2;0;2012;;;
889000015;20141103T000000;599000;3;2;1650;3;0;2014;;;
2767704252;20141103T000000;478000;3;3;1430;2;0;2008;;;
9477580110;20140626T000000;971971;4;4;3460;2;0;2013;;;
5416510490;20140708T000000;355000;4;3;3000;2;0;2005;;;
2025049206;20140611T000000;399950;2;1;710;2;0;1943;;;
5693500846;20150420T000000;667000;3;2;1370;3;0;2007;;;
3574770100;20150116T000000;550000;4;3;3650;2;0;2014;;;
1777600850;20140624T000000;859000;4;2;3550;1;0;2010;;;
9284801500;20141211T000000;399950;3;3;1860;2;0;2009;;;
7625703354;20140730T000000;384000;3;2;1430;2;0;2011;;;
3438500037;20150405T000000;545000;5;4;1680;1;0;2008;;;
8691440100;20140606T000000;895000;4;3;3240;2;0;2013;;;
7222000090;20140506T000000;580000;4;3;3569;2;0;2013;;;
2768301477;20150425T000000;539000;3;2;1280;2;0;2008;;;
126039256;20140904T000000;434900;3;2;1520;2;0;1977;;;
8562780110;20141202T000000;325000;2;2;1230;2;0;2008;;;
3052700464;20141024T000000;475000;3;2;1380;2;0;2007;;;
1830300090;20150401T000000;670000;5;3;2520;2;1;1973;;;
7522600110;20141229T000000;275000;3;2;1540;1;0;1967;;;
4038400150;20141113T000000;465000;3;2;2760;1;0;1960;;;
1796500100;20150211T000000;259000;3;2;1260;1;0;2012;;;
3876313120;20150501T000000;505000;3;2;1800;1;0;1976;;;
6819100040;20140624T000000;631500;2;1;1130;1;0;1927;;;
5318101185;20141016T000000;630500;3;1;1180;2;0;1926;;;
424069112;20140616T000000;999000;4;3;2800;2;0;1992;;;
8682231210;20140805T000000;554000;2;2;1870;1;0;2004;;;
5076700115;20150223T000000;529941;3;2;1660;1;0;1961;;;
3332000616;20141020T000000;310000;3;1;1330;2;0;1903;;;
3332000615;20150422T000000;389000;3;1;1330;2;0;1903;;;
5569620410;20140909T000000;731781;3;3;2630;2;0;2006;;;
3009800015;20150422T000000;502501;2;1;1100;1;0;1946;;;
6189600040;20141117T000000;443000;3;2;1810;1;0;1968;;;
9834200365;20140815T000000;607000;3;2;2060;1;0;1921;;;
425000065;20141021T000000;180000;2;1;1150;1;0;1958;;;
2426069085;20140513T000000;322500;3;2;1350;1;0;1989;;;
7199350600;20140602T000000;568500;3;3;2180;1;0;1981;;;
6909700040;20140611T000000;813000;4;3;3370;1;3;1948;;;
1062100100;20140626T000000;424000;4;2;2100;2;0;1965;;;
2124049254;20140717T000000;235000;2;1;670;1;0;1903;;;
7544800195;20140813T000000;415000;1;1;760;1;0;1900;;;
8682280970;20150204T000000;548050;2;2;1930;1;0;2005;;;
9269200650;20141027T000000;314000;2;1;720;1;0;1941;;;
1352300580;20141114T000000;247000;1;1;460;1;0;1937;;;
8714600145;20150401T000000;540000;2;2;1240;1;0;1906;;;
8651511030;20141002T000000;525000;3;2;2120;1;0;1981;;;
3123049131;20141218T000000;244000;2;1;1180;1;0;1955;;;
1773101530;20141218T000000;275000;1;1;520;1;0;1930;;;
2998800040;20140613T000000;589000;3;2;2250;1;0;1925;;;
7658600150;20140630T000000;435000;4;2;1880;1;0;1904;;;
3816300065;20140716T000000;375000;3;1;1520;1;0;1953;;;
6058600385;20140811T000000;390000;2;1;930;1;0;1911;;;
5500100120;20140916T000000;380000;4;2;1790;1;0;1965;;;
4472000040;20140818T000000;230000;4;3;1680;1;0;1997;;;
9376301591;20150414T000000;580000;3;2;1570;2;0;1931;;;
4232903990;20141119T000000;770000;3;1;2230;2;2;1918;;;
9164100125;20140807T000000;533000;4;1;1550;2;0;1919;;;
1645000710;20150410T000000;255000;3;1;1140;1;0;1967;;;
5476800069;20140527T000000;292050;5;3;2840;1;0;2003;;;
823059185;20140520T000000;326000;6;3;1880;1;0;1966;;;
4364200075;20140624T000000;300000;2;1;750;1;0;1941;;;
106000395;20140624T000000;405000;3;1;1410;1;0;1951;;;
5538300120;20141015T000000;420000;4;3;2170;1;0;1962;;;
9405800040;20141016T000000;775000;4;2;1890;2;0;1906;;;
3630180450;20150407T000000;800000;4;3;3260;2;0;2007;;;
8126300610;20150401T000000;436800;3;2;2080;2;0;1984;;;
546000910;20141203T000000;620000;3;2;2040;2;0;1930;;;
2268000180;20150325T000000;230000;3;1;1250;1;0;1970;;;
3333002451;20140708T000000;165000;1;1;850;1;0;1906;;;
3333002450;20150122T000000;490000;1;1;850;1;0;1906;;;
2114700500;20150418T000000;90000;1;1;560;1;0;1947;;;
7950303530;20150409T000000;400000;4;2;2060;2;0;1968;;;
8910500471;20150217T000000;407000;3;1;1140;1;0;1954;;;
9550204450;20141219T000000;651000;3;2;1890;2;0;1919;;;
4024101990;20150205T000000;485000;3;2;2090;1;0;1978;;;
5595900345;20150113T000000;460000;4;3;3460;2;0;1932;;;
1782500095;20150309T000000;369000;2;1;1320;1;0;1942;;;
8887001192;20140620T000000;355000;2;1;1240;1;1;1943;;;
4006000307;20140916T000000;155000;2;1;810;1;0;1980;;;
2923039243;20141113T000000;340000;4;1;1200;1;3;1972;;;
6908200250;20150312T000000;680000;4;1;1660;2;0;1915;;;
3039000010;20140909T000000;420000;3;2;1140;1;0;1982;;;
1657300280;20141229T000000;438500;3;2;3050;2;0;1988;;;
9200000050;20140918T000000;109500;2;1;800;1;0;1942;;;
7508200080;20150410T000000;461000;4;3;1700;1;0;1964;;;
5454200080;20140811T000000;968000;4;2;2630;1;0;1963;;;
7972601100;20140923T000000;355000;3;2;1960;1;0;1950;;;
2822059091;20150218T000000;213500;2;2;2060;2;0;1930;;;
3971701300;20141220T000000;255000;2;1;1360;1;0;1924;;;
1732600050;20141017T000000;423500;3;2;2000;1;0;1978;;;
3585900430;20141222T000000;520000;3;2;1810;1;0;1954;;;
6791000050;20140908T000000;550000;3;3;2230;1;0;1977;;;
2862500060;20150115T000000;834950;5;3;3230;2;0;2014;;;
4046500270;20140819T000000;399000;3;2;2100;1;0;2010;;;
